open,high,low,close,volume,marketCap,timestamp
1.9880676489,1.9933508678,1.1770358238,1.7279357923,1190814317.16,4397607430.64,2021-12-04T23:59:59.999Z
1.7201648437,1.7450421605,1.4857946647,1.5342843665,476031829.0,3904763337.36,2021-12-05T23:59:59.999Z
1.5307294166,1.6137260349,1.3484890531,1.6018632177,794435820.77,4076751937.61,2021-12-06T23:59:59.999Z
1.6031207797,1.7206048119,1.5735442703,1.600528729,485254342.2,4073355655.43,2021-12-07T23:59:59.999Z
1.5936100616,1.6289356558,1.5147687588,1.627315662,358607044.36,4141528567.99,2021-12-08T23:59:59.999Z
1.6436410159,1.6449180272,1.4092020236,1.4192128724,339767655.69,3611905662.87,2021-12-09T23:59:59.999Z
1.4201853098,1.5168732973,1.384576135,1.4169581736,387624806.02,3606167440.34,2021-12-10T23:59:59.999Z
1.4177899824,1.4923592926,1.3906132032,1.4866703412,250307403.33,3783585344.17,2021-12-11T23:59:59.999Z
1.4865691354,1.5528154194,1.4380133687,1.4907738751,226771746.66,3794028863.82,2021-12-12T23:59:59.999Z
1.4925720382,1.5072292017,1.2553645001,1.2811727286,365514613.21,3260592631.12,2021-12-13T23:59:59.999Z
1.279390653,1.3198083739,1.2437746949,1.2601629913,341316815.27,3207122717.91,2021-12-14T23:59:59.999Z
1.3156660469,1.4962077861,1.2627589221,1.4797923759,457710587.87,3766080879.47,2021-12-15T23:59:59.999Z
1.4760005094,1.5731384592,1.4230869495,1.4272517866,426443181.37,3632364750.14,2021-12-16T23:59:59.999Z
1.4273835889,1.490598298,1.337541424,1.4045164466,357198776.83,3574503167.04,2021-12-17T23:59:59.999Z
1.403891643,1.540522407,1.3561712378,1.4205940274,368768477.58,3615420711.19,2021-12-18T23:59:59.999Z
1.4211525842,1.4765202877,1.3928858491,1.4273241554,252839691.51,3632548929.1,2021-12-19T23:59:59.999Z
1.427741147,1.4450105256,1.3102556467,1.3620371517,323802388.66,3466393095.1,2021-12-20T23:59:59.999Z
1.3632885675,1.4896454064,1.3476741732,1.4821025813,290410097.8,3771960366.63,2021-12-21T23:59:59.999Z
1.481789154,1.6615102186,1.4745507031,1.5961051108,521300235.04,4062097519.24,2021-12-22T23:59:59.999Z
1.5982733293,1.9094101275,1.5761475882,1.8575936159,910999234.47,4727587405.19,2021-12-23T23:59:59.999Z
1.8636395942,2.2347336268,1.8396153705,2.0787047597,1092551247.88,5290316653.25,2021-12-24T23:59:59.999Z
2.0834146301,2.1746783497,1.9712216448,2.1139346647,717807790.96,5379976982.28,2021-12-25T23:59:59.999Z
2.1117701094,2.3851408232,2.1019068411,2.3429628776,1044540303.59,5962855220.83,2021-12-26T23:59:59.999Z
2.3371742538,2.4479504447,2.1834904365,2.192833676,750101478.87,5580775461.07,2021-12-27T23:59:59.999Z
2.199799579,2.3621574852,2.0783609692,2.2310595974,1313862896.63,5678060670.8,2021-12-28T23:59:59.999Z
2.230345809,2.3649347251,2.1032614567,2.1277303228,971975617.35,5415087018.84,2021-12-29T23:59:59.999Z
2.1359507078,2.2243700185,2.036977199,2.1069248679,610541938.44,5362137005.55,2021-12-30T23:59:59.999Z
2.1014388105,2.330118966,2.083330613,2.2549009391,764206205.88,5738737034.92,2021-12-31T23:59:59.999Z
2.2555230727,2.582977879,2.2555230727,2.582977879,852480114.32,6573694905.01,2022-01-01T23:59:59.999Z
2.5820689931,2.5940929342,2.4542005023,2.4841884014,707034818.95,6322275064.77,2022-01-02T23:59:59.999Z
2.4848534348,2.8599609352,2.3825275659,2.8599609352,1545569741.47,7278618520.72,2022-01-03T23:59:59.999Z
2.8599391949,3.0436115676,2.8165478769,2.8786967471,1675671890.46,7326301279.35,2022-01-04T23:59:59.999Z
2.8788169737,3.1521172154,2.6235427328,2.9568833586,2593979584.93,7525286696.3,2022-01-05T23:59:59.999Z
2.9523426891,3.0225146165,2.669284797,2.9035590102,2133308111.82,7389575895.1,2022-01-06T23:59:59.999Z
2.8998029283,2.8998029283,2.6016331734,2.6016331734,1879561987.46,6621172746.4,2022-01-07T23:59:59.999Z
2.603934221,2.683982714,2.2034911341,2.2905908993,1673986440.38,5829568207.47,2022-01-08T23:59:59.999Z
2.2920016213,2.5137024451,2.2458550055,2.3948914201,1259419355.32,6095013687.3,2022-01-09T23:59:59.999Z
2.3944493805,2.4594248544,2.1381392063,2.2265369062,1296633850.73,5666550393.25,2022-01-10T23:59:59.999Z
2.2275152204,2.5900452021,2.1987594766,2.5815620213,1528370935.88,6570091538.36,2022-01-11T23:59:59.999Z
2.5836386206,3.0012948491,2.5836386206,2.9420541801,2436520691.3,7487546343.79,2022-01-12T23:59:59.999Z
2.9410954998,3.1391031946,2.797766841,2.9953464907,3035797537.03,7623175608.75,2022-01-13T23:59:59.999Z
2.9974069072,3.0510702754,2.8232602968,2.9597158471,2144616216.69,7532495397.1,2022-01-14T23:59:59.999Z
2.9605174883,3.024417937,2.8517317334,3.0075582101,1017219683.53,7654254511.24,2022-01-15T23:59:59.999Z
3.0089091112,3.3093465917,2.9436212577,3.3008232819,1794450966.87,8400615958.62,2022-01-16T23:59:59.999Z
3.3042967363,3.3603061389,2.9022363191,2.9332729653,1726291736.72,7465198097.09,2022-01-17T23:59:59.999Z
2.9335845068,3.0099478035,2.7288571829,2.9530227463,1647890686.43,7515461413.58,2022-01-18T23:59:59.999Z
2.9542915417,3.0286222417,2.775298757,2.7818056772,1546717004.85,7079712898.75,2022-01-19T23:59:59.999Z
2.7817226172,3.0249529231,2.719780834,2.7201116594,647506020.54,6922701236.55,2022-01-20T23:59:59.999Z
2.722010551,2.7791722333,2.1612200148,2.2787298313,1688518522.82,5799381715.21,2022-01-21T23:59:59.999Z
2.279567955,2.3684074813,1.8095921982,1.9609130902,1777348335.69,4990536115.25,2022-01-22T23:59:59.999Z
1.9623407478,2.355907531,1.9561668973,2.2821915407,1631014950.81,5808191787.19,2022-01-23T23:59:59.999Z
2.28277888,2.2953959794,1.9160709296,2.2554285476,2244095781.88,5740079801.97,2022-01-24T23:59:59.999Z
2.2537909176,2.4632343678,2.1676799555,2.3795622026,1823467990.4,6056000732.65,2022-01-25T23:59:59.999Z
2.3797291932,2.5179757527,2.1929880052,2.2525896395,2162075040.26,5732854762.9,2022-01-26T23:59:59.999Z
2.2520852918,2.2748665136,2.0051109982,2.0808471202,1228066775.69,5295768974.14,2022-01-27T23:59:59.999Z
2.0797535678,2.1564212715,1.995323397,2.1272648255,1076948630.11,5413902325.13,2022-01-28T23:59:59.999Z
2.1272929898,2.1884767772,2.0792715494,2.0957317995,772002807.23,5333650576.23,2022-01-29T23:59:59.999Z
2.0959864509,2.1616827417,2.0122214039,2.0309260967,623138950.79,5168719656.2,2022-01-30T23:59:59.999Z
2.0310310385,2.0918038043,1.9186918977,2.0476408407,912326987.85,5211258784.56,2022-01-31T23:59:59.999Z
2.0471605469,2.1459041898,2.0304416024,2.0716067613,850221099.1,5272252202.69,2022-02-01T23:59:59.999Z
2.0721303451,2.1084033689,1.9184694228,1.9230142133,714691266.77,4894083235.89,2022-02-02T23:59:59.999Z
1.9226936239,1.957904869,1.8840420421,1.9545574976,655353810.88,4974361092.41,2022-02-03T23:59:59.999Z
1.9546015721,2.1223008275,1.9326435041,2.1222416011,896188985.12,5401118187.53,2022-02-04T23:59:59.999Z
2.1223545415,2.1954113663,2.0758151672,2.0922303423,784129563.72,5324739345.81,2022-02-05T23:59:59.999Z
2.0925005844,2.160984377,2.0668173946,2.160984377,582602125.96,5499718795.25,2022-02-06T23:59:59.999Z
2.1595461462,2.3731725695,2.1248694147,2.3203823509,1280000161.93,5905387638.85,2022-02-07T23:59:59.999Z
2.3209596286,2.3920259162,2.161730781,2.2102353423,941122976.04,5625062810.89,2022-02-08T23:59:59.999Z
2.2089807894,2.2846579401,2.1435677128,2.2514801527,640104101.52,5730031112.17,2022-02-09T23:59:59.999Z
2.2516916163,2.2613243723,2.1021517368,2.1108638666,990974773.9,5372161781.87,2022-02-10T23:59:59.999Z
2.109478373,2.1741023805,1.9201956437,1.9409711456,808095183.07,4939783741.3,2022-02-11T23:59:59.999Z
1.9405401687,1.9927029571,1.8884581139,1.9493921534,685222889.46,4961215258.98,2022-02-12T23:59:59.999Z
1.9491185878,1.9859867502,1.8946530074,1.8999627431,464383967.98,4835417099.7,2022-02-13T23:59:59.999Z
1.8993467985,1.9630308918,1.8233406021,1.9298096204,725989092.48,4911377589.74,2022-02-14T23:59:59.999Z
1.9293961405,2.0932627797,1.9189065104,2.0888622948,777987560.26,5316167643.81,2022-02-15T23:59:59.999Z
2.0891359256,2.111031362,2.0113752272,2.069901908,630611046.16,5267913340.41,2022-02-16T23:59:59.999Z
2.0686334157,2.1432840323,1.8865769607,1.893280881,818157046.0,4818411718.68,2022-02-17T23:59:59.999Z
1.8952888658,1.9651290182,1.8529524518,1.8669157369,562000105.54,4751312261.61,2022-02-18T23:59:59.999Z
1.866717151,1.9098014922,1.8189303016,1.8766194963,337348806.28,4776008390.02,2022-02-19T23:59:59.999Z
1.8761854644,1.8767498227,1.6895151175,1.7295760866,701777691.18,4401781990.14,2022-02-20T23:59:59.999Z
1.7293512444,1.8083794244,1.538364145,1.5414217906,1018263085.31,3922928126.43,2022-02-21T23:59:59.999Z
1.541032818,1.6112824537,1.4852273567,1.6081725582,936818213.34,4092809248.78,2022-02-22T23:59:59.999Z
1.609371392,1.7187501665,1.5819868171,1.5828217109,857207258.47,4028291183.27,2022-02-23T23:59:59.999Z
1.5815733196,1.5821772404,1.3066292472,1.4888139088,1799847846.2,3789040737.35,2022-02-24T23:59:59.999Z
1.4890086159,1.7209884244,1.4732429721,1.7209884244,1303890259.02,4379926335.86,2022-02-25T23:59:59.999Z
1.7213232441,1.8207913359,1.6706031064,1.7706426706,1045716150.97,4506296703.92,2022-02-26T23:59:59.999Z
1.7698104186,1.7920454789,1.5794157665,1.5875230676,1210663531.37,4040256165.49,2022-02-27T23:59:59.999Z
1.5872120063,1.7864474779,1.5528429595,1.7811251055,1171018275.23,4532974566.41,2022-02-28T23:59:59.999Z
1.7814950189,1.9438318951,1.7814950189,1.8298996445,1482103439.21,4657106074.2,2022-03-01T23:59:59.999Z
1.8297340395,2.071701715,1.7831096628,2.0067327911,2016598427.02,5107147541.68,2022-03-02T23:59:59.999Z
2.0070502845,2.0120229872,1.8226342816,1.871251983,1562746253.48,4762348034.98,2022-03-03T23:59:59.999Z
1.8722544331,1.8764262577,1.647009478,1.662268903,1311869542.41,4230484785.67,2022-03-04T23:59:59.999Z
1.6630041153,1.7028692442,1.6154279544,1.6908270629,848216047.26,4303165481.52,2022-03-05T23:59:59.999Z
1.6909188698,1.7094596858,1.3967940743,1.4096807726,2012824348.38,3587646409.22,2022-03-06T23:59:59.999Z
1.4098307927,1.4644229064,1.3044437939,1.3209424294,1963875217.58,3361806769.21,2022-03-07T23:59:59.999Z
1.3209302091,1.3832765379,1.3128991036,1.3239828792,1218616250.25,3369544733.0,2022-03-08T23:59:59.999Z
1.3246861854,1.4310031666,1.3246861854,1.3710406309,1410392019.41,3489307006.25,2022-03-09T23:59:59.999Z
1.3707941977,1.3717763692,1.2272001762,1.2401547798,1116707995.64,3156201694.08,2022-03-10T23:59:59.999Z
1.2402975395,1.2624391792,1.1522479166,1.2051229488,1292436094.9,3067045464.35,2022-03-11T23:59:59.999Z
1.2045944718,1.2692886164,1.1901796724,1.1901796724,650134835.14,3029014732.24,2022-03-12T23:59:59.999Z
1.1897419138,1.2044822123,1.1222483046,1.1227419655,526534565.99,2857385345.1,2022-03-13T23:59:59.999Z
1.1224837757,1.1224837757,1.0443154068,1.0847664588,940181779.79,2760737442.29,2022-03-14T23:59:59.999Z
1.0846883872,1.2421932323,1.0405477574,1.2026115183,1364052735.78,3060653858.16,2022-03-15T23:59:59.999Z
1.2020213373,1.2793561758,1.1412717885,1.2755352429,1494404465.43,3246245194.57,2022-03-16T23:59:59.999Z
1.2744328959,1.2744328959,1.1994840826,1.2041767732,675336154.71,3064637441.51,2022-03-17T23:59:59.999Z
1.2041306645,1.2764240116,1.175226598,1.2451761692,708796558.98,3168981161.52,2022-03-18T23:59:59.999Z
1.2455135876,1.3405833096,1.2448189773,1.3153949956,854147477.12,3347688515.39,2022-03-19T23:59:59.999Z
1.3156035821,1.3373356021,1.2505893117,1.25111741,536631846.84,3184101656.81,2022-03-20T23:59:59.999Z
1.2511666846,1.302410105,1.2063653422,1.2601298794,700067067.27,3207038447.96,2022-03-21T23:59:59.999Z
1.2599430595,1.3254030898,1.2529459883,1.2722961088,610782152.2,3238001577.92,2022-03-22T23:59:59.999Z
1.2724832487,1.3119746831,1.2595285335,1.3071188595,457453552.61,3326625697.08,2022-03-23T23:59:59.999Z
1.306528628,1.3426224526,1.2964499626,1.3164957022,624054220.91,3350489820.53,2022-03-24T23:59:59.999Z
1.3165657773,1.4282652538,1.3058381056,1.3491959706,664887727.6,3433712208.81,2022-03-25T23:59:59.999Z
1.3493963092,1.4052391855,1.3400331993,1.3991285646,366955252.17,3560790973.74,2022-03-26T23:59:59.999Z
1.3986283382,1.4322554675,1.3576423041,1.430095343,386201967.34,3639601618.84,2022-03-27T23:59:59.999Z
