Collection Name,Floor Purchase Price,24h%,7d%,Total Float,Floor Cap,Volume,24h Volume%,Sales,24h Owners%,%Float,24h supply%,image_url
dr-ethvils-3d-frankenpunks,0.079,-1.25,-12.12,10061,794.82,4,0.00000000000000000000,39,-0.09,5.74,5.68,https://lh3.googleusercontent.com/c7_dqhp4B3Y-ls9qK_Ztj7rHIK1jgKdEjVgqGrc0-U09J6eyhTUQj-xXmmz3ut3caV_6f06VQ94KF84bpSaNdJzVIGySAkUMN3pAIg=s120
dropbearsnft,0.021,-8.70,-16.00,10000,210.00,1,0.00000000000000000000,7,0.02,2.69,8.47,https://lh3.googleusercontent.com/_EHjX9thMGP1Ju-ZPfQeC76YbJgbm2_XzRUOyaMqWm1tiOyaP4zfBTHsruWRUcu6xiuIVrPj9NfMRalnq-2udKWJTB4gAonCOIOM=s120
duskbreakers,0.21,-4.55,-8.70,10016,2103.36,1,0.00000000000000000000,5,-0.10,3.59,19.21,https://lh3.googleusercontent.com/LGbFRVdClz6-HDd-7WZKONJ5Ody0sBXTvFOQL71BYo3j2iU2wWCX_zlk-Zs0KEhq1qgXViF-6aG_0WS2MdIVNJx2GRSIIYTiciuf-A=s120
dystoapez-official,0.4968,-14.34,65.60,4469,2220.20,18,-0.67272727272727272727,32,-0.15,7.03,-0.95,https://lh3.googleusercontent.com/fiW93t3jcUICsKbXfbL9RdsOoGGKHXRYn3-4l4ttnzdTRi-NDGuO1cfROByyLBkd1BqEAsvDfeI_ZgH9jCzoX07ZIDd9eCa2G8kphw=s120
earc,0.07,-11.28,-29.08,5010,350.70,0,-1.00000000000000000000,1,-0.04,7.47,5.35,https://lh3.googleusercontent.com/jcKwvQMho75vWH1eP36Aiz3ch3E9yZboGOufKN40zp9585YVQvIDUkpu7yLSLrSW5OZCbS68UToKkIXZz-06ie0ca_ChftmUaLER7PY=s120
earlybroadcastercomics,0.06,0.00,-25.00,555,33.30,0,,0,0.00,3.24,-5.26,https://lh3.googleusercontent.com/ukiDQb68X6R57JTwiPrrqAL_4Hz81PZLuA_2abs7Aihrz8i-yQr3aErEyokhVNgdDQQp-NUsURMo17MXFwTJ2N2cJCc2oR7v_2J4pQ=s120
edenhorde-official,0.42,-34.02,-43.24,6926,2908.92,88,1.2000000000000000,126,0.72,9.14,0.32,https://lh3.googleusercontent.com/jrJiN_NEI5ySl1EV8V6qjPA4zErIe4lWpsqWb5RoqaNlsx_nm3tKI4HLgDVHjzvHN3PSx0NfYwbO49YVucd1J5W3-dfcN-dqUEFY5A=s120
elite-ape-entry-coins,0.088,-10.20,-23.48,1,0.09,1,-0.50000000000000000000,15,-0.05,100.00,0.00,https://lh3.googleusercontent.com/8O28n17emauybRdxJ-LpOYw-_4IyZ7JoAZvGz67Y_Xa0ycTwojWmFhxklf-0MOScPf9gF401BWGxK_SYvaUx3aVdL5LW-UzeyCX6ZA=s120
elliotrades,2.12,-15.20,-21.48,1912,4053.44,0,,0,0.00,2.77,8.16,https://lh3.googleusercontent.com/dnoc9RiwSN7HbQ6gxVRfqP0qCGsIwn1lt1N7VbhFmyjGcT6t7Y81PnYn7_3JQZHql7e0UVim2dFeGPjgTpFeu17L72CM9ek7SrSCfQ=s120
encryptas-1,0.0799,-2.56,-11.22,10012,799.96,1,0.00000000000000000000,6,0.00,4.19,8.25,https://lh3.googleusercontent.com/gX7hudJ2A8bdlCGFhfLNW3Xy3rozLCQgCipuoayNI5lNzFlL5QOJx38ssFkliCvwHB_k6Lra_fKlz82lyQjA0L7CLc1aRobr3eDPwg=s120
enso-water-paintings,0.054,0.00,-43.16,100,5.40,0,,0,0.00,9.00,0.00,https://lh3.googleusercontent.com/sVo0rv31qLCOoUbJO2k7673qa4xxrOA1M9czTyNHJjoLigHmj6StYyUPCbpKGhxvE57liOXKoFnbgyToDqH2W7d8x_qVagqib4fRBA=s120
eponym,0.09,0.00,-21.74,10015,901.35,1,,4,-0.03,3.71,5.38,https://lh3.googleusercontent.com/-dTDrhe_0fluAn7qP4GNHFZ2h3dL4GFdp_bkBwo-YSk5NljVuf2fQ1Tw8dTNol5_a86S95Msw9PbRmaaZcFKUGCZ_TkIec5My48_JAE=s120
eq-keys,0.239,-4.40,-4.40,264,63.10,0,,0,0.00,3.03,14.29,https://lh3.googleusercontent.com/hhoPNkZ0ZmlgSPoe87nsnrfBAwYaoq1JxhRa4bCc6lx4no-ZTvbmUkbpjyEWZI943Jh2qkAjVr0z_pkWps8AUL9xwJSDsqwL-MqFSds=s120
etherlambos,0.7,-6.54,-21.35,1603,1122.10,9,0.28571428571428571429,5,2.23,5.24,9.09,https://lh3.googleusercontent.com/0WZCt2ytdEMatTr-ViJ95t7f1Wsb_-KrSQ5ftN5sa0PDpqmrPkKcU0L1cFWPasYhZdeCbLiVrchg3VuNpv8gpp_wBzWmHq5m1zsYQA=s120
ethermore,0.012,0.00,-33.33,15000,180.00,0,,4,0.04,1.21,0.55,https://lh3.googleusercontent.com/ehgcqwABCWV0XLuQEfpB7VG14OzkSHVCiL2h218OThLMJ-tLeE7F5l6Bio8GbqeeBSNh647PT1z4Thd_Q2zOG6v5ff02AUNcEwt-GA=s120
ether-orcs,2.69,-2.54,-18.48,4669,12559.61,13,0.08333333333333333333,5,4.48,0.84,5.41,https://lh3.googleusercontent.com/Rqt9abO3ajmblpelJjiWpmoNaIUKrHAJ4TMVicJW_ycx23UeTQgkOQKmqzkhj27k7fbyG0eMZtPpukuNkudv8HCrAxtghqgMkv3wwJ0=s120
etholvants,0.035,0.00,66.67,9144,320.04,0,,9,-0.11,0.58,0.00,https://lh3.googleusercontent.com/9b4UjE7oj_OhcCxciivSyRrKoCDJg6UQGoyAy91WWKBwa7XV6c8ogPmXWtvdBvGexaSULNnyjU2SlRf7yVqYjzpEFkbZilPJXMkobQ=s120
eva-turtle,0.075,63.04,70.45,5000,375.00,1,0.00000000000000000000,13,-0.06,3.38,6.29,https://lh3.googleusercontent.com/sNWx_M81PE4fpDFWdNNXcOJsoy2sdD1w8H6VJ8xbdZXGoITOh9uCLvKePJgDQuvQyvoK4FrmU02PwSm6VFVeSuV18sE_z1P7IEy2eIo=s120
evosnails-nft,0.0001,-99.00,-99.40,5557,0.56,0,,1,0.12,1.60,7.23,https://lh3.googleusercontent.com/fbiNJk2dT_OkI9V5cOkC2yzyntHjEAJuxHOvfj6hiZ7GIkWSmXwB2rIplA5fDsWUtgPAVEvGJnnLQdF7lHoJgKDJzoMH24H2ki47NxY=s120
exclusible-alpha,0.41,2.50,-16.33,3000,1230.00,2,-0.50000000000000000000,4,0.00,2.33,7.69,https://lh3.googleusercontent.com/aiaS8Z_waAc7Vh-h0NfgJIXszGzI3CMRb6PoRPBLH2Q7MOBpkWh7HOpKZbutjBEu8dRVw2k17UicFnSZKdvaUrkyxrf3STLBTogv=s120
expansionpunks,0.11,-11.22,-30.82,9976,1097.36,1,-0.50000000000000000000,7,0.12,6.32,3.79,https://lh3.googleusercontent.com/ItJwYt6hJFZSusavXNLkAic0ST5P6TEWGSTYgsfIHUKsOGcCSKDps1bVdWs-FU4XR3310RTMFO92uq8OqpXNS_RE1yWIO_emKIIbmpE=s120
famous-monkey-club,1.5,-14.29,341.18,100,150.00,0,-1.00000000000000000000,0,0.00,3.00,50.00,
fancybearsmetaverseofficial,0.7,-20.99,-13.56,7899,5529.30,75,1.0833333333333333,82,-0.60,4.86,13.27,https://lh3.googleusercontent.com/r-XOIxDG633GCZrYIJP6cA95af2S2hp2TPNklSXt3O5bPGOU_bq2tkUTIns5DsKy0ZoR-4pDO3JL1NCMmzh73_TtBRu_wjOjniTuyQ=s120
fanggangnft,0.24,-19.46,4.35,8896,2135.04,22,0.04761904761904761905,77,-0.05,6.01,5.73,https://lh3.googleusercontent.com/8BXgxA6u8FGDObMKsl2ScugOEv05jkF1aij8BlXs9H2_DaVYTMf3mTPa1vGFCX2vLD2EKC879xhiXt6iJEh6xK560dCCwKwMXatYRjI=s120
fantasy-islands-sandbox,0.13,0.00,-7.14,7,0.91,0,,0,0.00,85.71,0.00,https://lh3.googleusercontent.com/uny3zsr-9j83mBprBjJEruB9S1ViJbgMkzUZzPiLoSqnTk1XwPIO4a2P7XQASZPVTCSG3fUqpySZeBG0pKL_idM1_iv0h6GXpghxRRo=s120
fashionableape,0.1499,-0.07,-11.30,4,0.60,0,,0,0.00,75.00,0.00,
fast-food-punks,0.45,0.00,-18.18,1000,450.00,0,,0,0.00,2.90,11.54,
fatales,0.044,-2.22,3.53,10000,440.00,0,,5,0.05,5.08,4.31,https://lh3.googleusercontent.com/cz0Z-eeTGCKGHTaxgxPMQE6nyF0FocUMj8ZbJwPaj8TzOpncDLZUvwRnRXJWgOZBirGa2VqGSjMo6AwBzVh9_zfHP1KN_CU6vhRzrg=s120
fat-ape-club-1,0.037,5.71,-2.63,10042,371.55,2,,19,-0.15,4.23,3.91,https://lh3.googleusercontent.com/VGa7rDG6askbYflbLhTF3tS9-NBvALQx0X9iJbFk9H7oL6qceHyFiuTjazWCf8R9RcQiAjkAk0E_Wh3COFJ1g9O9lbYHYIVJwkWu8w=s120
feudalz,0.136,-7.10,-1.09,4446,604.66,3,,18,-2.59,3.15,-9.09,https://lh3.googleusercontent.com/wveucmeXBJfqyGiPZDhC1jVaJcx9SH0l2fiLmp2OdLD0KYpFzUIQD_9tTOV57cCDjJ4EjZT6X-Zoyym9eXXHTDxmVfCYzhC_RgkAU0A=s120
fewocious-x-rtfkt,4.0,0.00,-29.82,909,3636.00,0,,0,0.00,2.75,0.00,https://lh3.googleusercontent.com/VmTpniIICJGOO4KVYrgT3Pt4u_rCkE2mqO-BtSWrywANdmnwiWSWJVYmfkwR1LopL_6eJLR2BjdqhTO_YM4TgZViWJvKusDbuVgTOw=s120
fishyfam,0.175,-7.89,-7.41,9824,1719.20,8,0.14285714285714285714,38,0.05,11.67,4.47,https://lh3.googleusercontent.com/5Yq4zTYC55Ntc2KMb46quvtHkR23sEyyclexQY51jRvOpJLCqpvQ8ZZB-az5UgEVQYyuF1Wi5wXa43GrNJTqLDF8b9JZskuFsTzeqw=s120
floki-inu-diamond-hands-bronze-tier,0.048,9.09,0.00,1350,64.80,0,,5,0.08,1.41,46.15,https://lh3.googleusercontent.com/fA6wdC8fQJIAN_kmDfwOzDyu8cj5JuVImxGE9wI5sDD3Cft6zfGzHCkgOZZz1aZVRtJkNDLbye9mGOieSlnh1pUJu4cOIfgEMVDf=s120
floki-inu-diamond-hands-diamond-tier,0.395,-8.14,64.58,1263,498.89,0,,1,0.60,2.69,47.83,https://lh3.googleusercontent.com/fA6wdC8fQJIAN_kmDfwOzDyu8cj5JuVImxGE9wI5sDD3Cft6zfGzHCkgOZZz1aZVRtJkNDLbye9mGOieSlnh1pUJu4cOIfgEMVDf=s120
floki-inu-diamond-hands-silver-tier,0.09,16.13,0.00,1332,119.88,0,,6,0.00,1.95,44.44,https://lh3.googleusercontent.com/fA6wdC8fQJIAN_kmDfwOzDyu8cj5JuVImxGE9wI5sDD3Cft6zfGzHCkgOZZz1aZVRtJkNDLbye9mGOieSlnh1pUJu4cOIfgEMVDf=s120
flokitars,0.05,-15.25,-12.28,10000,500.00,0,-1.00000000000000000000,4,0.22,1.47,14.84,https://lh3.googleusercontent.com/3wuSVkix3fREBXSHTOo6UpgZgGQBI_cAMoguDayxhgk0EYvqYnUqK-Y2fpxJ1Ol7Jm06w6bROA0q5aLX2QwGZkKbPO_St2qnPDEbjg=s120
fluf-world,3.44,0.00,-12.91,10024,34482.56,41,0.07894736842105263158,10,-0.03,3.47,-0.57,https://lh3.googleusercontent.com/6A_zAw2qtq91-5x8yuJUwuV6ttgD2G__RWVApFWfUcH8Qb8oLhW3uP9MkonFAaHRnE4XodwYHCgESxQ3xdQlQrjTros61gPaG3qf2nQ=s120
fluf-world-burrows,0.93,-7.00,-21.85,10500,9765.00,31,-0.16216216216216216216,9,0.00,1.14,1.69,https://lh3.googleusercontent.com/K_C58JdU7Mmk7-Nlbq36q0X9lc7gMiB-LNPcknDDXbHcefGh1jMBuwnj-w6GdZxzOo78WRIKi2eLIK1SOYyO2y3QG-WKNDtUIOXd3NY=s120
flutter-gen-art,0.269,7.60,7.60,1388,373.37,1,,4,-0.11,5.91,9.33,https://lh3.googleusercontent.com/zEJ7oUuqSo5SRN3-xnJdlKOVtRycNyiSJ-7oqxmPJYDMppUZY_TJSEFZ_jEwYu6FBs2e3k4BKwZ3DC8RuXUDESfybOFEmA85WodSZQ=s120
flyfish-club,4.35,0.02,-7.45,1520,6612.00,26,1.8888888888888889,6,-0.08,3.29,6.38,https://lh3.googleusercontent.com/3mPdo7sj92tMMNcr8-t51cFsTPVJuEZaxkL8Wx_1rPo5mHIqdRmCwC33u6bdLSR7y3TwN2mS4rBCPffsDTdtDGebDWJ-cG2WD-Ha4g=s120
fly-frogs,0.025,-10.71,-10.71,9999,249.98,0,,4,0.00,3.51,6.69,https://lh3.googleusercontent.com/B_45BQX-sZMU2Harg8TwFkofoNreslFI5wHaE3P_uzqSGZOQWRIzUX8FpDeQLFVNC_mtBp5PO5AMeuizBiRqIAhehC7YmIb0hW3UuA=s120
flyingcolors,0.25,0.00,31.58,58,14.50,0,,0,0.00,41.38,0.00,
fomo-dog-club,5.9,-20.16,-33.56,512,3020.80,5,,1,0.00,3.52,5.88,https://lh3.googleusercontent.com/jcvGNeEq2IQUgjaAmU0MsaftXW6jwK697BRPV9Zyk5KgiKGvUDkhEtdJpi5WJVG0QI-G9PfKjvVycrbrcL6Y4aOMtA2xwr_oJS21kg=s120
fomo-mofos,0.256,-20.00,-14.09,5570,1425.92,6,-0.76000000000000000000,19,0.02,11.10,4.75,https://lh3.googleusercontent.com/UsKxyxEZsbEB83UX9bDt3d9vVJiUaqnFNxrbw7OXgZdaD3GLy3yzNKlS2Fiw32gtZ9esrFZECnuh-GritDKGXH4tgXHSJoQAtb98kA=s120
forgottenruneswizardscult,1.95,-1.52,-29.09,9569,18659.55,26,1.1666666666666667,13,0.11,2.86,3.79,https://lh3.googleusercontent.com/rfEd3YcRfS8Hk8YcZjD20Vrqu8XTazvnzklVN9pUcROrwhoLO8RbP0yiBQuemgGPpWMgEDGU7qO164x42GRn60Xv6aeFbdZkttzBjx8=s120
foxfam,0.42,-10.83,-19.85,10000,4200.00,20,-0.25925925925925925926,44,-0.09,4.51,0.45,https://lh3.googleusercontent.com/S_C8yQupZQJnyhed0an3qi4Ydui_sUrfWGqwF299cDB1tGoNQXPCyd62nk9OUlwsxm_-MfvxFg1wYn4ONcSivcvz38qdNGjVMGPKdA=s120
foxgame,0.0001,0.00,-98.00,10041,1.00,0,,0,0.00,0.49,2.08,https://lh3.googleusercontent.com/tND9yAEH3_T9lWSnWW2MDpF0gCEa1SEb7V1d_peIEbOpw5FJxBsk7C9MxlBhGJaRnzyxxk16d_umfWX7vQcnmK-Q-6ZLMW2R7rMYRg=s120
free-form-collection,0.22,0.00,120.00,16,3.52,0,,0,0.00,25.00,100.00,
from-the-fragments-of-tezuka-osamu-generative-art,0.09,-18.11,-25.00,1003,90.27,0,,2,0.00,21.93,16.40,https://lh3.googleusercontent.com/jfujQxvI6hj5MH2j3V-hMflwFNy5Gc-FK4ciih2rvdFgLIRfOU8XQWllvtQ0ngC2MYdt_80SkY9j8LI-wXJaTYDfGGUy5BTZLd3GGA=s120
frontiergame,0.0595,-7.03,-33.89,38,2.26,4,0.33333333333333333333,33,0.01,118.42,2.27,https://lh3.googleusercontent.com/OxFPtHkMcpPadPxxb8Kqr4E6fcEo_NoYG48X6heC7ttx8qM2KOAebNhKNm4u6wD9Fgb9JJn_n0vcxEJwfQA8hvrjv4mpmPO5uE77Ww=s120
fuckscarcity,0.05,0.00,0.00,1,0.05,0,,0,0.00,100.00,0.00,
fudders,0.075,-24.24,13.64,6464,484.80,4,-0.81818181818181818182,33,0.00,12.86,9.49,https://lh3.googleusercontent.com/ZKcV_3iRhuSjcqqzH-shrsb4qci3yedcXCYF3ppyIg_ud25FiYD4ZhOpFSJmCo3VJrbt7ev6aT8pLy4S-3rov4juskRz37gPQjQHcg=s120
fullbodyapeclub,0.1069,-2.82,-10.92,1111,118.77,0,,0,0.00,5.22,7.41,https://lh3.googleusercontent.com/KVdf6ox8aXuwimDvuI3AvGPvjAKCAypmq8QiGTVDBvsUjBek-WVmzdP64ufwr3jO0506s0XKxYgBKzB1pxgf_YNGGwAOMzL6tWB_tg=s120
furballs-com-official,0.615,6.03,-17.45,6838,4205.37,8,1.6666666666666667,12,0.09,1.58,-11.48,https://lh3.googleusercontent.com/7P8qEXVhOfSSutF32nCrYYmv91sCF_DXpwcHzOHE_t_CJm6f9HVrTSAQEoqbm5HU6weJSOJQNRBaFCbUnjaszBnqfg4HEBTDU8KA=s120
fusion-by-hideki-tsukamoto,0.285,0.00,-10.94,1025,292.13,0,,0,0.00,4.39,2.27,https://lh3.googleusercontent.com/q7kOEdnJ3EpMlemyQsWGESN55L8FC5C9Sd8BRqfBQrUqmLiNVY_8ELdMCUsTAarh1o74mtLh9ayLVN8OnnjWzUEq3RLshOSeGimKgg=s120
fvck-crystal,2.55,-3.41,2.41,4169,10630.95,35,-0.32692307692307692308,13,0.24,3.53,8.09,https://lh3.googleusercontent.com/UiZmYgnMO_AEn8cQmUSOcqCT1mP4XF7zupkJpQtwNS3rMCzJlGsQH1I22tsUWvkDqCYISpIEHGuKzibepZIYLVNRDBAFigyivmA34cI=s120
fyat-lux-dawn,0.0765,-14.04,-21.13,8080,618.12,6,0.00000000000000000000,27,-0.08,4.42,1.71,https://lh3.googleusercontent.com/HRUGekBqSibl0IMWPlUtRSWSFqXDbigrs61xrQjgu7V_0bYcVpz0Yd4UziG6F07X19aTrkORFOSBkjZPphBsH5P73Sy8xLJZn1ej=s120
galacticapes,0.07,-12.50,-29.29,10004,700.28,0,-1.00000000000000000000,4,-0.05,3.93,4.80,https://lh3.googleusercontent.com/fy46-MlNjZMR1NCTNAgmh9e97SNffpSBkwd0HpL9XTBfRt6-GvjTytWHoN9Pzmbw83TbRzo8nGgZ32QbVVMYnrmBb2vM6_6_3yXv=s120
galaktic-gang,0.2,-13.04,-16.67,5562,1112.40,1,-0.66666666666666666667,6,-0.08,5.81,6.95,https://lh3.googleusercontent.com/91kA9l7PUz_peyk2jo9rb6o7L4J07L-ZQ5siXaj9xfq4svHEWD6in4rxIEGU9plwj2Vm8TPSkkkC_jXyoH3aZPOt7Y7sUvRl3ASGNA=s120
galaxyeggs9999,0.18,-9.55,-4.76,10010,1801.80,5,-0.16666666666666666667,22,0.02,7.52,7.88,https://lh3.googleusercontent.com/cK3uA0hH0MMdKWgMX24ZoIZh0_c_M0E1WRkSrFbsPQ3lDUsI14BAXyM_KRwPVG4Lh5NHczOtFLg3R31tUso_QJ1FwCNte2MQuwdfdg=s120
galaxy-fight-club,0.5,-5.66,0.00,10134,5067.00,5,4.0000000000000000,8,-0.04,2.13,7.46,https://lh3.googleusercontent.com/AG-bMrIZAa8Gby3GSuacvR7KWfD3AIvFD1H7r9-3z_iIm1GI9n6NBt573G_xeQq-RggWtmJkU27wLX9sE_ZJViL-wFpd88y8ewjT6g=s120
gallery-membership-cards,0.23,4.55,-32.35,7,1.61,1,0.00000000000000000000,2,0.00,42.86,0.00,https://lh3.googleusercontent.com/xBKzE8mYQyaOiDk85r-EuChnqXeYs0sTDxW9mh0av2LLpjUtIOSg-usoUzIQD8olzW6xDDXiDhjHdkqDFRE7qocMwO8Rh86XQWGb4X4=s120
gamblingapes,0.5,0.00,-7.22,7781,3890.50,6,2.0000000000000000,11,-0.13,3.53,4.96,https://lh3.googleusercontent.com/L4UK_wLnVUUL1BPUgex4ntWhS-IREHFKR6nxqFrxervu7iumFc9Za6cSVK6o8wGfPlmLpIFgzLHsq432a9_SMT7y2LXVTpbDwNkvFQ=s120
gamebros,0.59,0.00,-15.71,148,87.32,0,-1.00000000000000000000,1,0.00,7.43,10.00,
gamecatsnft,0.06,0.00,0.00,258,15.48,0,,0,0.00,5.04,8.33,https://lh3.googleusercontent.com/YC3cgtUxcykTERHJ30_u8EbvEPBwZSl0Z2kengOQ_pPOvmahuD4uwz1V-WpjKyu6BC3AcMig1Jmr6MJOQ7zeLqyhzdvzyNOPNQkAtw=s120
gauntlets,0.0678,-3.14,-15.25,10000,678.00,0,,3,0.03,2.49,7.33,https://lh3.googleusercontent.com/F2CCKlvej5J8xiGuF-iXCU4xu7vkRq7tIQX6ZfwQ5uEbHKAJJTNoGJ6YjTbraWJJG1vG94QbydTW0TO00HhygJwI5BTv-N9lTmuW9A=s120
genai-nft,0.17,41.67,44.07,803,136.51,1,0.00000000000000000000,8,-1.02,1.62,-13.33,https://lh3.googleusercontent.com/PbfMxhh9M47DJCMNj1d-XI6vdQF9pMFIixFlVmSu7YtDzHgX_d_qRvk23XyT2n95ZB-TSbk6ySov1GlI09jHLWS4ytTLKXYJeJ7fRQ=s120
gen-dot-art,0.29,-3.33,-3.33,5100,1479.00,1,-0.50000000000000000000,3,-0.04,2.82,7.46,https://lh3.googleusercontent.com/DT84XA-mnt8Tnm6v61zC22KPdVuM1tSdE98MqGL97aJZH_UuPNF_SFAsb2fYJ1TDhwnr7KaVuIdIqrQgXYaxY1r9NPHU9QHJWMoE=s120
generascope,0.7,0.00,-27.84,1111,777.70,2,1.00000000000000000000,2,0.00,7.38,9.33,https://lh3.googleusercontent.com/KTBfVe-rYUkjNP7_XFP878qEivtGEyxC18QR0Jn_4WWVY6BG5ouekpoveYGo9gcBL1RwYJy6EBZMvj2wbqDeIEbMd2mAMPGxMq4uBw=s120
generation-habibi-mint-pass,0.7,-11.39,-17.65,3,2.10,0,,0,0.00,33.33,0.00,https://lh3.googleusercontent.com/-sba4nUIt4Ls66oxSisIgu9WwumY5wnzXHjEzPxD2tUCdXGekyxs8KWBqqXGkJIhRwAfV916QU-4H1OlUAL-m16h3nFUl_55zfHx=s120
generativedungeon,0.488,10.91,-18.67,2990,1459.12,9,1.2500000000000000,18,-0.48,7.93,7.73,https://lh3.googleusercontent.com/v0WRIJ4XhRQsmfT6pZJlCXJjsrxqLr0UWe2ZhvlgrhQL6sJuco1Vhd1AAu5WhxjJAPbuq-GNJmSSeMER3620wxxuMDv6dSPV-sDqDMo=s120
genesis-creepz,2.5,-9.09,14.68,11034,27585.00,109,0.87931034482758620690,37,7.41,1.28,9.30,https://lh3.googleusercontent.com/r_FGZQ0mgacLAOzH1MxC9n-yyygNmg37QyjYvM3g4HCl1mOkeGif7_8IW62v_R4Tvx9O9EWdHkNmiQQW30DNxwcvuSbg5EM1FQeSDIo=s120
genesis-curry-flow,0.114,26.67,26.67,5,0.57,1,-0.50000000000000000000,8,0.05,100.00,0.00,https://lh3.googleusercontent.com/qhwm6gQ8c5XnG1a0Qwd0AIXV5UvdzX5YAXQ4IO7qto5b2QrzM3oh_DoskIeGuv-E352Ci0ZbgYEeRTJwBHrDLGlcIC_ROa8RSf-Obzg=s120
gen-f,0.16,-13.51,3.23,10021,1603.36,9,0.12500000000000000000,31,-0.20,7.82,4.12,https://lh3.googleusercontent.com/Vr2LqMRAwYyHyP0fm-5RWY-GXrdFOKJuMINf_e9eRWUhPjVx8RH_d1MUMspRGgL49eJhsZX1jK03ksZPojbfVDsJjz-jzc0E4AwudVo=s120
g-evols,0.144,-17.71,-28.00,8895,1280.88,1,0.00000000000000000000,6,-0.05,5.23,4.49,https://lh3.googleusercontent.com/OTDjmnVT7QPTL34yIH6_RmE_rw8azzDhTsRD_a6HDw_X-bt73Km0htl9LZNLSE4VelZpUeYEOnBw6OIQP9hdUt_NUgkwdc5N097_Kg=s120
gft-atari-50th-anniversary,0.04,-78.95,-76.47,10035,401.40,59,2.9333333333333333,405,-1.21,6.39,279.29,https://lh3.googleusercontent.com/UgUZR-Qo4ejpaZhKd4DDqbmN2VWwJGfFVg8cU5UX9GUBouHVFYMsG-qs9o1gvsuP3xaPK8eaZvrAPkgilOxAphorce4eJWeXr0pEG88=s120
ghxsts,6.0,0.00,11.11,329,1974.00,5,,1,0.00,10.33,13.33,https://lh3.googleusercontent.com/uVziXd8Q64_zvofgrKFp5SmrcObngHoVWZMJQOHAZ3bdERsO4GaYvQcuGsz0ofr8zy8iajJdNQHCwFkSdBmkVy_osTPvoAuQFv489g=s130
girlies-nft,0.12,-2.44,-21.57,10022,1202.64,5,-0.16666666666666666667,33,-0.11,8.04,-3.93,https://lh3.googleusercontent.com/GfPAPMX_Nl_hj-i0kC57QItUJu2_YmorVZpjyY5GB7n14Z_VxAs6fEszWbAD0zIgVb1mdA24UVzwjfQJX5gQAm2CqJnbyUCwmAsHtw=s120
glass-circuit,0.5,0.00,0.00,26,13.00,0,,0,0.00,7.69,0.00,
gluefactoryshow,0.04,-4.76,-33.33,10000,400.00,0,-1.00000000000000000000,0,0.00,2.77,6.13,https://lh3.googleusercontent.com/SiP-0JD-lUe6auBBnVwCVVy2FMGXhdq7ikMh0X1qo9AtE55wOoEp_Z4JJ-RWAUpvLL7BjIk8XkPjeJdW9FkcQtNvULNspDa3uOlhAQ=s120
gmpunks,0.38,65.22,52.61,303,115.14,1,,3,-1.08,7.92,33.33,https://lh3.googleusercontent.com/wP1W0tFn_dFj2jPsbHJWWDCo1rgAYDwfeQebeafa_H0yFfx6dPGXnG_abQ4iI7nIJrQVXxA8jNVwG3l0FO6c2L_5FzRlknCtZJI42M4=s130
goatsoup,0.12,-3.23,21.21,3744,449.28,1,0.00000000000000000000,8,-0.09,4.89,8.93,https://lh3.googleusercontent.com/2WRX4MaqZK6ERYSz0GHHRoViHpD8YKTBXDH3aJWMUj65VwCXGmmkDui4_nqkbud1fw6pJ_4Rxn1fEWGtwUB9_Nz8MH75Y_haBZlpxA=s120
goldhuntgame,0.0075,-6.25,7.14,15808,118.56,0,,4,-0.14,1.83,1.40,https://lh3.googleusercontent.com/mEteieWuS3gT4nFTO5kzKmBPkDubi_zNnuifcFDClu_f_lM-ZCucgGrr-x_hvJZfu9-3-cP78gfHH06TeJeqSxuW14x59GpdpzHc=s120
gooniezgangofficial,0.14,-3.05,-12.50,8886,1244.04,14,0.75000000000000000000,52,-0.20,9.45,3.45,https://lh3.googleusercontent.com/OI59gxLlnJR1Vl2KffEVx_dK6hwpnAv2fkypmPuAMgJTJCFTEMuY4m40H6gotvEJN544Zg-XbcH49JC7diyPwmLGKUV8K2Vyt2YQKg=s120
gossapegirl-official,0.1298,-0.15,-15.16,7013,910.29,2,-0.33333333333333333333,10,0.06,11.65,1.49,https://lh3.googleusercontent.com/Ws1LziN_zJVTS4WlxZee2WQZgXmzVTsy1xboFwS4qCxAr_B37IakhJw_ieaXoaCHkrMMVyhJzPGfz69pn2_HzIHn18s21gwwYCoR=s120
grailers,1.69,-5.06,-15.03,909,1536.21,0,,0,0.00,2.53,15.00,https://lh3.googleusercontent.com/Ws40dCBFfXBNjoekJKalSBs0-bPzsHi2nevhFCjR1iQY9QZt-3Sjm5x5R9iJRO2uZlBi1cm6M5K7xrZeVvkItjI7Xwjx6O3VPfBq=s120
grayboys,1.455,21.25,-25.77,10000,14550.00,83,1.1842105263157895,56,-0.09,3.75,-14.38,https://lh3.googleusercontent.com/YyDYdthDkWfr19tpjCedtcgLdapxiTkQ2zjmPDdBUngMobX-meNlniRtWkfUrXCrk-7o5YgaD31a8nxZKQLUz3S41ImMQgoYKe04Vg=s120
gunslingersnft,0.0599,-0.17,-35.59,7777,465.84,1,-0.50000000000000000000,15,-0.28,7.74,3.08,https://lh3.googleusercontent.com/83x9m2uQ4AoWca5nGYKiUMnF5DNc4yLab0yJlu7zepvfSKIfdxzUj4MjyotQIAthgjhdQ2HHb4piv8hlXR2leKHcg3vLEibRRpjI=s120
